gene	chr	start	end	ecto	endo	meso	min_dist	Len	percCG	percGC	percC	percCHG	set	thrE	thrGE	set_ds	log.dist
Zcchc9	13	91796533	91807705	4.4304748	4.581588	4.705535	347422	11172	3	43.5	17	5	Sim	2	GE>2	SEG	5.540858566104285
Pdhb	14	8165991	8172992	7.5292163	7.620756	7.7554793	41156	7001	3.3	46.6	18	6	Sim	2	GE>2	SEG	4.614443710820007
Ap3m1	14	21031442	21052508	6.768233	6.9624686	6.6565566	66	21066	2	40.9	15	5	Sim	2	GE>2	SEG	1.8260748027008264
Polr3a	14	24448694	24487046	5.3522797	4.9073577	5.2673426	3635	38352	2.5	47.3	18	6	Sim	2	GE>2	SEG	3.56062387454993
Eaf1	14	31495079	31509858	5.4195604	5.8140907	5.6850405	49	14779	2.9	44.9	16	6	Sim	2	GE>2	SEG	1.6989700043360187
Timm23	14	32180162	32201898	7.513795	6.8589373	7.5069375	51	21736	2	40.6	17	5	Sim	2	GE>2	SEG	1.7160033436347992
Ktn1	14	47663756	47736563	7.054165	7.4125643	7.3005996	95322	72807	1.8	39.7	14	5	Sim	2	GE>2	SEG	4.97919770198058
Tox4	14	52279146	52296391	6.502009	6.314108	6.487159	399	17245	2.6	43.4	16	5	Sim	2	GE>2	SEG	2.6020599913279625
Acin1	14	54642161	54686931	7.2813864	7.2641997	7.317138	36420	44770	2.8	45.6	17	6	Sim	2	GE>2	SEG	4.561351865910294
Kctd9	14	67715937	67742310	3.4415371	3.5451252	3.9762866	96	26373	2	40	15	5	Sim	2	GE>2	SEG	1.9867717342662448
Rhobtb2	14	69784990	69805530	2.883414	2.4661107	3.0961232	38058	20540	3.5	49.9	19	6	Sim	2	GE>2	SEG	4.5804573730159674
Bin3	14	70100145	70138191	4.3564253	4.828918	4.6926947	53666	38046	2.3	48.7	18	7	Sim	2	GE>2	SEG	4.7297073187850645
Kbtbd7	14	79426511	79431039	2.4350944	3.2497613	3.3833861	25324	4528	5.3	43	13	5	Sim	2	GE>2	SEG	4.403549454032318
Elf1	14	79481194	79582476	1.2292111	3.4735718	3.4588923	74	101282	2.2	42.3	15	5	Sim	2	GE>2	SEG	1.8750612633917
Tdrd3	14	87416639	87545373	4.6490283	4.875929	5.1927867	275415	128734	1.7	39.2	14	5	Sim	2	GE>2	SEG	5.439989166530446
Gpr180	14	118137127	118164232	5.9418745	5.852002	6.190216	4362	27105	3.9	45.7	14	6	Sim	2	GE>2	SEG	3.63978521298682
Zfp622	15	25984366	25998482	5.539388	5.299788	5.373525	361841	14116	3.1	41.8	15	5	Sim	2	GE>2	SEG	5.55851897520924
Eif3e	15	43250040	43282736	8.915546	8.492288	8.864225	194493	32696	1.6	36.9	17	4	Sim	2	GE>2	SEG	5.288906208195999
Eny2	15	44428111	44437685	7.791476	7.8293858	7.9878855	196	9574	2	38.4	14	4	Sim	2	GE>2	SEG	2.294466226161593
Utp23	15	51877429	51884614	4.6874814	4.89907	4.8960295	11948	7185	2.4	43.4	16	5	Sim	2	GE>2	SEG	4.07733156112899
Slc52a2	15	76538943	76542130	4.419793	4.7807536	4.720444	197	3187	5.3	56	19	8	Sim	2	GE>2	SEG	2.296665190261531
Csnk1e	15	79417856	79443919	4.8891487	5.0460773	5.1003757	16699	26063	4.3	54	19	7	Sim	2	GE>2	SEG	4.222716471147583
Rrp7a	15	83113433	83122801	7.1106997	7.055696	7.0626173	26583	9368	4.8	54.3	18	8	Sim	2	GE>2	SEG	4.424620328270654
Cyb5r3	15	83153494	83172592	7.0438433	7.2232127	7.131714	23208	19098	3.1	55.2	21	7	Sim	2	GE>2	SEG	4.365656428528389
Tubgcp6	15	89098357	89123087	4.5680623	4.6635566	4.9593816	5613	24730	2.8	49.6	19	7	Sim	2	GE>2	SEG	3.7492724082984203
Prickle1	15	93499114	93595891	4.8059936	6.019926	6.0129023	197541	96777	3.4	45.2	16	6	Sim	2	GE>2	SEG	5.295659446438594
Lmbr1l	15	98903921	98918231	4.5079412	4.559721	4.6026263	16334	14310	3.9	51.8	19	7	Sim	2	GE>2	SEG	4.213119138811456
Pcbp2	15	102470632	102500059	8.206389	8.199345	8.406121	11604	29427	1.8	40.1	15	5	Sim	2	GE>2	SEG	4.064645144791936
Cpped1	16	11803721	11909445	3.6537924	3.7184186	3.7130089	655175	105724	1.9	45.5	17	6	Sim	2	GE>2	SEG	5.816357980238215
Smpd4	16	17619354	17644828	7.0682106	6.4722424	6.953207	88218	25474	2.1	47.8	17	6	Sim	2	GE>2	SEG	4.945562130557064
Rnf168	16	32277459	32301434	6.2739916	5.966724	6.258406	30232	23975	1.9	41.3	14	5	Sim	2	GE>2	SEG	4.480481244061755
Lrch3	16	32914100	33015647	4.524943	5.6159477	4.9838176	36600	101547	1.9	41.7	15	5	Sim	2	GE>2	SEG	4.563492951201761
Nit2	16	57156671	57167332	5.5406747	5.402478	5.796149	45618	10661	2.5	44.3	17	6	Sim	2	GE>2	SEG	4.659145761009857
Pros1	16	62854307	62929346	2.9952464	3.8617828	4.401095	7267	75039	1.8	39.4	15	4	Sim	2	GE>2	SEG	3.8614149186359965
Cggbp1	16	64851996	64859507	6.385238	6.68449	6.6964335	65675	7511	5	41.6	13	5	Sim	2	GE>2	SEG	4.81740669419013
Tiam1	16	89787111	89980080	3.8134642	3.4049888	4.0918574	240662	192969	3.5	47.6	17	6	Sim	2	GE>2	SEG	5.38140932612464
Gcfc1	16	91014037	91044543	5.5502877	5.6859818	5.686157	33294	30506	2.8	42.3	17	5	Sim	2	GE>2	SEG	4.522379019228564
Zfp229	17	21733724	21748968	3.4742239	3.3434913	2.979936	25983	15244	1.2	39.3	15	5	Sim	2	GE>2	SEG	4.414706007561081
Zfp820	17	21816876	21845759	4.614418	4.6898766	4.9230704	62333	28883	1	37.3	15	4	Sim	2	GE>2	SEG	4.794724996652767
Amdhd2	17	24155833	24163766	4.2387547	4.9385023	4.7128625	5936	7933	3.7	53.2	19	8	Sim	2	GE>2	SEG	3.7735670489260587
Pgp	17	24470473	24471591	6.8542194	6.1470184	6.907922	8605	1118	18.6	65.5	15	9	Sim	2	GE>2	SEG	3.9348013417465366
Fahd1	17	24848896	24850302	4.145998	3.933873	4.2673426	10159	1406	7.1	49.7	19	6	Sim	2	GE>2	SEG	4.0068937079479
Eme2	17	24888486	24895087	5.285549	5.3785477	5.4447026	8444	6601	3.8	54.8	18	8	Sim	2	GE>2	SEG	3.9265996539070276
Gng13	17	25717171	25719406	2.361288	2.3711476	2.5102637	10248	2235	7.2	60.9	21	8	Sim	2	GE>2	SEG	4.010681493131443
Cuta	17	26937973	26939478	6.001333	6.1825733	5.8666334000000004	22387	1505	8	56.5	17	8	Sim	2	GE>2	SEG	4.350015298234692
Wiz	17	32354055	32389401	4.7966905	4.5850363	4.3635964	38820	35346	3.5	49.2	18	6	Sim	2	GE>2	SEG	4.589066718298308
Hnrnpm	17	33646233	33686860	8.827785	8.558782	8.828916	31810	40627	1.8	41	18	5	Sim	2	GE>2	SEG	4.502577321658626
Rab11b	17	33745950	33760530	6.8792677	6.721779	6.8466873	538	14580	2.8	50.3	19	7	Sim	2	GE>2	SEG	2.7315887651867388
Kifc1	17	33875666	33890661	5.6058393	5.88515	6.170605	18753	14995	3.5	49.4	18	7	Sim	2	GE>2	SEG	4.273093911672003
Rdbp	17	34850391	34856372	6.5209284	6.2035565	6.446286	181	5981	4	52	17	7	Sim	2	GE>2	SEG	2.2600713879850747
Usp49	17	47630690	47686738	2.317925	2.4575357	2.7318869	19101	56048	2	44.5	16	6	Sim	2	GE>2	SEG	4.281078840728938
D17Wsu104e	17	56175744	56183920	6.3999634	6.981472	6.9298153	34969	8176	3.2	53.6	19	7	Sim	2	GE>2	SEG	4.543695632309245
Ranbp3	17	56673225	56711769	7.4802713	6.961521	7.3094482	44474	38544	2.2	51.7	18	8	Sim	2	GE>2	SEG	4.648115956755962
Fbxl17	17	63057452	63500017	2.1683655	3.3504553	2.9350252	396001	442565	2	41.2	16	5	Sim	2	GE>2	SEG	5.597697379326448
Foxn2	17	88440711	88490533	4.6890297	5.1280627	5.1342816	89413	49822	2.3	40.8	14	5	Sim	2	GE>2	SEG	4.951405523792832
Svil	18	4920540	5119299	3.4742239	3.251002	3.1575608	285611	198759	2	45.4	17	6	Sim	2	GE>2	SEG	5.4557764503881
Kif5b	18	6201002	6242174	8.24268	8.360479	8.351029	106076	41172	1.9	38.7	16	5	Sim	2	GE>2	SEG	5.025621228803258
Kctd1	18	14968685	15151446	2.023742	3.2107499	3.1957183	368201	182761	2.3	44.9	17	5	Sim	2	GE>2	SEG	5.566086143175614
Mapre2	18	23752333	23893861	6.8304834	6.396182	6.7560644	202355	141528	2.4	44.5	16	6	Sim	2	GE>2	SEG	5.306116086060225
Prelid2	18	41875696	41951194	4.8450494	4.3830824	3.9910688	310928	75498	1.7	42.3	17	5	Sim	2	GE>2	SEG	5.492661230092782
Commd10	18	46958862	47087992	4.974134	4.9427323	5.0287848	216945	129130	1.8	41	15	5	Sim	2	GE>2	SEG	5.336351647118182
Dctn4	18	60526221	60558762	6.2609115	6.2194934	6.2787437	24238	32541	2.8	43.1	15	5	Sim	2	GE>2	SEG	4.384514698685653
Atp5a1	18	77773729	77782869	9.950461	9.66818	9.905654	5949	9140	4.8	46.1	13	6	Sim	2	GE>2	SEG	3.7745169657285498
Adnp2	18	80126338	80151482	4.5301337	4.535482	4.807625	49176	25144	3	45.2	18	6	Sim	2	GE>2	SEG	4.6917620314546395
Ndufs8	19	3908870	3912717	7.0487494	7.023471	7.1825566	5584	3847	4.4	53.1	19	7	Sim	2	GE>2	SEG	3.747023177451628
Rbm4b	19	4756525	4765938	4.7090034	5.020108	4.8998866	37376	9413	2.9	42.3	14	5	Sim	2	GE>2	SEG	4.5726044405492035
Pacs1	19	5133688	5273119	4.045052	4.140169	4.319348	22336	139431	1.6	43.1	16	5	Sim	2	GE>2	SEG	4.349024844207768
Rela	19	5637483	5648130	4.4894056	5.0834785	4.2133923	27389	10647	5.1	53.2	17	7	Sim	2	GE>2	SEG	4.437592032253962
Mark2	19	7275396	7341860	4.6541886	4.8322387000000004	4.705094	41166	66464	2.1	47.5	17	6	Sim	2	GE>2	SEG	4.614549219416294
Ints5	19	8892987	8897890	5.538315	5.1505136	5.661678	4084	4903	5.1	52.8	18	7	Sim	2	GE>2	SEG	3.6111920608684343
Sdhaf2	19	10500513	10525209	6.377219	6.1691785	6.2142706	35	24696	1.6	42.9	15	5	Sim	2	GE>2	SEG	1.5563025007672873
Mrpl16	19	11770415	11774944	5.3390303	5.1331196	5.425117	48988	4529	3	43.4	16	5	Sim	2	GE>2	SEG	4.690098574403985
Rrp12	19	41862852	41896153	6.3307486	5.7172966	6.2636046	15718	33301	2.9	49.4	19	7	Sim	2	GE>2	SEG	4.196424913949195
Ndufb8	19	44548572	44555440	8.300405	8.238895	8.486816	2609	6868	3.1	47.8	20	6	Sim	2	GE>2	SEG	3.416640507338281
Ldb1	19	46032593	46045214	4.7995596	4.8974857	4.9921536	328	12621	5	54.5	20	7	Sim	2	GE>2	SEG	2.5171958979499744
Nolc1	19	46075863	46085528	8.436333	7.4194098	8.316945	30977	9665	3.7	48.9	15	7	Sim	2	GE>2	SEG	4.491053375430866
Usmg5	19	47083471	47090625	8.6668625	8.836534	8.912329	141	7154	2.6	43	16	6	Sim	2	GE>2	SEG	2.1522883443830563
A630007B06Rik	19	56787481	56822190	5.372169	5.508236	5.23493	273929	34709	2.8	43.7	16	6	Sim	2	GE>2	SEG	5.43763959750037
Fam45a	19	60811585	60836227	5.568693	5.279255	5.057503	20892	24642	1.4	40.6	16	5	Sim	2	GE>2	SEG	4.320000804264728
Suv39h1	X	8061171	8074760	6.688352	6.467713	6.588514	25588	13589	3.2	47.8	19	6	Sim	2	GE>2	SEG	4.40805331429798
Maoa	X	16619698	16687818	6.1120706	5.210112	5.951783	952627	68120	0.8	36.5	15	4	Sim	2	GE>2	SEG	5.978923342309712
Upf3b	X	37091678	37110322	6.4663467	6.550427	5.777819	16473	18644	2.1	41.1	17	5	Sim	2	GE>2	SEG	4.216799061647666
Mcts1	X	38600578	38613426	6.119408	6.0467925	6.3935905	24382	12848	1.3	37.9	14	4	Sim	2	GE>2	SEG	4.387087138661005
Aifm1	X	48474944	48513563	5.6324306	5.4415913	5.707297	80941	38619	1.7	41.7	17	5	Sim	2	GE>2	SEG	4.9081739311925965
Zfp275	X	73342621	73359080	5.48785	5.4221673	5.45741	114315	16459	2	43.5	17	5	Sim	2	GE>2	SEG	5.0581070197689195
Fam3a	X	74384719	74393272	2.6711268	3.3117306	2.6103373	18	8553	1.5	46.2	16	6	Sim	2	GE>2	SEG	1.2787536009528289
Ikbkg	X	74393290	74453854	4.780809	5.1885767	4.6731434	18	60564	1.4	43.6	16	5	Sim	2	GE>2	SEG	1.2787536009528289
Tbl1x	X	77511013	77662983	7.8472176	7.783651	7.9385457	285265	151970	1.1	41.1	15	5	Sim	2	GE>2	SEG	5.455250012483195
Pcyt1b	X	93654863	93749951	4.6446476	4.2310166	2.8688655	22708	95088	1.5	41.2	16	5	Sim	2	GE>2	SEG	4.356198010307629
Fam123b	X	95420318	95444872	5.742374	5.8005943	5.9041824	213637	24554	1.7	44.1	17	5	Sim	2	GE>2	SEG	5.329678503611697
Efnb1	X	99136130	99148991	1.8240695	4.642433	4.499796	132882	12861	4.3	54.7	19	7	Sim	2	GE>2	SEG	5.123469424295374
Chic1	X	103356476	103396092	3.9693651	3.7781734	3.8878949	35078	39616	1.5	38.5	15	5	Sim	2	GE>2	SEG	4.545047204401184
Abcb7	X	104280657	104413856	5.8597274	5.6096735	5.9519067	257208	133199	1.2	37.6	16	4	Sim	2	GE>2	SEG	5.410286160916074
Tro	X	150645304	150657583	5.0627728	4.0925064	5.3207874	69354	12279	2.8	49.2	20	7	Sim	2	GE>2	SEG	4.841077776067325
Hsd17b10	X	152001845	152004442	6.244819	6.460087	6.4787583	14450	2597	4.2	49.7	16	6	Sim	2	GE>2	SEG	4.159897901034096
Wdr12	1	60076868	60098645	7.2505965	6.460221	7.5803447	81954	21777	2.1	40.4	16	5	DifM	3	GE>3	DEG	4.913575454626083
Nrp2	1	62703285	62818695	3.2967606	1.8939154	4.70891	411382	115410	2.7	46.8	17	6	DifM	3	GE>3	DEG	5.614246340934938
Atic	1	71557150	71579631	8.273605	7.3754926	8.27402	96021	22481	2.8	44.2	15	6	DifM	3	GE>3	DEG	4.98237074745608
Cdh20	1	104768529	104995481	-0.9471118	-4.610705	3.7324638	890479	226952	1.2	39.4	16	4	DifM	3	GE>3	DEG	5.949624169742913
Prdx6	1	161240112	161251219	10.25364	8.9810505	10.243235	119708	11107	3.5	45.2	17	5	DifM	3	GE>3	DEG	5.078126802899333
Pbx1	1	168153527	168432270	6.9033875	6.5645947	7.5928097	833886	278743	2.2	44.2	17	5	DifM	3	GE>3	DEG	5.921107203393855
Vash2	1	190947648	190979296	5.5847893	4.183711	5.931323	46894	31648	3.2	50.5	18	7	DifM	3	GE>3	DEG	4.671126540195512
Zeb2	2	44983634	45117395	5.607477	5.004005	6.3448052	189738	133761	2.4	41	16	5	DifM	3	GE>3	DEG	5.278156607346032
Meis2	2	115863064	116065839	5.2326646	4.224082	6.8081717	484123	202775	2.1	41.5	16	5	DifM	3	GE>3	DEG	5.684956612922246
Trim59	3	69035288	69044755	8.308735	7.439892	8.32262	40017	9467	2.9	38.2	15	4	DifM	3	GE>3	DEG	4.60225537988569
Car14	3	95897768	95904691	8.205275	7.156569	8.297569	10722	6923	2.7	50.4	18	7	DifM	3	GE>3	DEG	4.030316305988586
Wnt2b	3	104944805	104961709	2.6021466	0.33415353	5.022075	91437	16904	3.2	48.9	19	6	DifM	3	GE>3	DEG	4.961126718278925
Prmt6	3	110246109	110250998	5.323915	4.2602763	5.906549	1127849	4889	5.6	46.6	17	6	DifM	3	GE>3	DEG	6.052251343881309
Unc5c	3	141465564	141834924	0.33186427	-5.932633	3.2094605	930132	369360	1.1	38.1	15	4	DifM	3	GE>3	DEG	5.968545052893992
Fubp1	3	152210458	152236830	9.210403	8.145893	9.202229	129949	26372	2.3	38.5	13	5	DifM	3	GE>3	DEG	5.113776283837032
Alpl	4	137741733	137796384	5.1045504	2.55922	5.3144426	65853	54651	3.1	51.2	18	7	DifM	3	GE>3	DEG	4.818582159330727
Ece1	4	137862237	137965229	4.6878686	3.4149883	5.9876895	65853	102992	3.4	51.9	18	7	DifM	3	GE>3	DEG	4.818582159330727
Srm	4	148591503	148594993	8.766676	7.5508046	8.943289	11051	3490	6.9	58.6	18	9	DifM	3	GE>3	DEG	4.043440876244474
Dpysl5	5	30711564	30799375	6.3286405	5.534463	6.816903	44787	87811	2.8	47.9	18	6	DifM	3	GE>3	DEG	4.65116166953652
Mn1	5	111417362	111457033	4.841574	3.6229146	7.0637927	86599	39671	4.5	53.4	18	7	DifM	3	GE>3	DEG	4.937517892017347
Srrm4	5	116439272	116591817	0.98394084	-1.4090711	3.4402947	168953	152545	2.9	47.7	18	6	DifM	3	GE>3	DEG	5.227768478190605
Rasl11a	5	146845071	146847726	5.0108027	2.8405063	6.1058407	12181	2655	5.9	50.9	16	7	DifM	3	GE>3	DEG	4.085718595165402
Dfna5	6	50189369	50263862	6.416643	5.7137003	6.930349	153621	74493	2	44.7	17	6	DifM	3	GE>3	DEG	5.1864534148779615
Hoxa1	6	52155367	52158317	4.048674	1.9191159	4.917753	145768	2950	4.5	47.7	16	6	DifM	3	GE>3	DEG	5.163665174459272
Pdzrn3	6	101149609	101377897	3.7166126	1.9346455	4.7227693	544259	228288	2.2	44.8	17	5	DifM	3	GE>3	DEG	5.735806417327135
Ccnd2	6	127125779	127151048	8.132515	7.712913	8.803075	41498	25269	3.5	49.3	19	6	DifM	3	GE>3	DEG	4.618037631658733
Etv2	7	30633616	30635852	1.3901236	-0.39347425	3.412121	9701	2236	7.5	56.2	20	7	DifM	3	GE>3	DEG	3.986861270290045
Kctd15	7	34639014	34655509	3.5528402	1.5751616	4.814181	256870	16495	6	55	20	7	DifM	3	GE>3	DEG	5.4097150764310324
Klf13	7	63886351	63938915	6.6138067	5.7159495	6.7915187	348738	52564	3.2	49.9	18	6	DifM	3	GE>3	DEG	5.5425005178884135
Arrb1	7	99535466	99606771	5.746654	4.152839	6.306182	51728	71305	2.6	51.4	17	7	DifM	3	GE>3	DEG	4.713734082919431
Fgf15	7	144896532	144900953	3.0027342	-1.2047126	6.200939	18568	4421	4.6	50.2	17	7	DifM	3	GE>3	DEG	4.268788516223584
Eif4ebp1	8	27260327	27275656	7.884892	7.2078776	8.307985	30739	15329	4	49	16	6	DifM	3	GE>3	DEG	4.487703863163726
Dctd	8	48099092	48153233	6.561634	5.396042	6.69647	108549	54141	3.1	45.8	16	6	DifM	3	GE>3	DEG	5.035629827790439
Pcolce2	9	95637601	95698096	4.210471	1.8811481	4.794423	125605	60495	2.6	44.4	16	5	DifM	3	GE>3	DEG	5.099010385457338
Cdv3	9	103353102	103365780	10.198005	9.350654	10.221632	60565	12678	4.1	43.9	17	6	DifM	3	GE>3	DEG	4.782228892215537
Rpf2	10	40223246	40246979	7.8295627	6.8777375	7.834713	10686	23733	2.1	43.2	17	6	DifM	3	GE>3	DEG	4.028855809390444
Gja1	10	56377300	56390419	9.505377	8.630146	9.741028	148611	13119	3.7	44	15	5	DifM	3	GE>3	DEG	5.17205387889541
Hand1	11	57828705	57832818	2.8752785	-0.5403156	5.612141	176246	4113	7.1	54.2	17	7	DifM	3	GE>3	DEG	5.246121733354022
Cbx2	11	119022962	119031270	5.8653865	5.031708	6.1893754	205537	8308	6	57.1	18	8	DifM	3	GE>3	DEG	5.312892126283416
Mycn	12	12936096	12941914	7.465444	5.183711	7.605857	307299	5818	8.4	52.8	17	6	DifM	3	GE>3	DEG	5.487562560256378
Egln3	12	54178981	54203860	4.3905993	3.4661105	5.266546	452712	24879	3.3	45.9	17	6	DifM	3	GE>3	DEG	5.655822965772482
Cap2	13	46501848	46649642	2.534876	0.5830667	4.7980103	83548	147794	2.5	44.9	17	5	DifM	3	GE>3	DEG	4.921941256179369
Sfxn1	13	54071845	54108346	8.074516	7.5564623	8.422404	299504	36501	3	45.3	16	6	DifM	3	GE>3	DEG	5.476404076990051
F2r	13	95601804	95618459	5.7352743	5.093199	6.623267	243107	16655	3.9	46.9	16	6	DifM	3	GE>3	DEG	5.385799250487469
Apex1	14	50924968	50927139	8.949362	8.141341	8.941956	75	2171	6.6	49.4	17	6	DifM	3	GE>3	DEG	1.8808135922807914
Sacs	14	61138457	61240695	3.6514122	1.828918	4.5259905	91602	102238	2.1	43.3	16	5	DifM	3	GE>3	DEG	4.961909697053339
Dpysl2	14	66802864	66868688	8.013315	6.3840723	7.9894857	42482	65824	2.7	47.6	19	6	DifM	3	GE>3	DEG	4.628215177504724
Pdlim2	14	70164218	70177681	3.6905756	1.8322384	6.3113565	18179	13463	3.2	53.6	20	7	DifM	3	GE>3	DEG	4.259593878885949
Gspt1	16	11219292	11254270	7.731242	6.9708724	7.7826147	50939	34978	2.1	40.7	16	5	DifM	3	GE>3	DEG	4.707058940627596
Galnt14	17	73493228	73710453	1.9481909	-1.1252782	4.729721	94388	217225	1.8	45.5	18	5	DifM	3	GE>3	DEG	4.97492138500085
Colec12	18	9707648	9877995	5.676404	5.2167964	6.409598	250532	170347	1.1	41.6	16	5	DifM	3	GE>3	DEG	5.398864938881829
Cdc23	18	34630951	34651735	8.115204	7.644264	8.38272	27111	20784	2.5	44.4	17	6	DifM	3	GE>3	DEG	4.433161555829322
Pmaip1	18	66458604	66465550	6.4393544	5.631278	7.330133	436024	6946	4.2	43.2	13	5	DifM	3	GE>3	DEG	5.639511390761205
Tubb6	18	67390717	67402748	6.624767	5.268878	6.811043	58449	12031	4.3	48.3	15	6	DifM	3	GE>3	DEG	4.766784515497859
Fads2	19	10064164	10101503	5.1369524	4.2633543	6.0088	81385	37339	2.4	48.4	17	6	DifM	3	GE>3	DEG	4.910549704082478
Dock11	X	35888832	36076562	6.694916	5.9386945	7.5859222	223278	187730	1.4	39.5	15	4	DifM	3	GE>3	DEG	5.348847878409567
Rps6ka6	X	111388192	111537959	7.652553	6.928648	7.9108086	159120	149767	1	34.8	15	4	DifM	3	GE>3	DEG	5.20172749945975
Rab23	1	33719882	33742564	5.395111	4.61667	5.180259	37912	22682	3.6	46	15	6	Sim	3	GE>3	SEG	4.578788150870558
Tbc1d8	1	39371499	39478747	6.153866	6.1926193	6.0115957	56245	107248	2.7	47.3	18	6	Sim	3	GE>3	SEG	4.750091642522122
D1Bwg0212e	1	39534992	39546881	5.2398114	5.3952003	5.035463	17010	11889	4.1	46	15	6	Sim	3	GE>3	SEG	4.230729844577681
Map4k4	1	39900913	40026310	6.004911	6.1814346	5.785137	323508	125397	2.9	45.7	15	6	Sim	3	GE>3	SEG	5.509886367217911
Kctd18	1	57955101	58018956	5.3793774	5.130425	5.2150445	22985	63855	1.8	41.2	16	5	Sim	3	GE>3	SEG	4.361463402366721
1810031K17Rik	1	75134554	75142368	3.6921206	4.4709115	4.053815	418	7814	3.2	49	18	7	Sim	3	GE>3	SEG	2.622214022966295
Fam134a	1	75142786	75147909	3.9750862	4.199224	3.8712254	418	5123	4.1	52.7	17	7	Sim	3	GE>3	SEG	2.622214022966295
Atg9a	1	75180866	75191923	4.0456567	3.7798939	4.151318	228	11057	3.5	52.2	17	7	Sim	3	GE>3	SEG	2.359835482339888
Sh3bp4	1	89070415	89155068	5.9413877	5.812411	5.103167	368194	84653	3	49.3	16	6	Sim	3	GE>3	SEG	5.5660778865928915
R3hdm1	1	128103306	128237735	6.686804	6.0300817	6.5764327	259	134429	1.1	37.3	14	4	Sim	3	GE>3	SEG	2.4149733479708178
Edem3	1	151755374	151822328	4.3637133	4.6161885	4.4018207	254551	66954	1.8	40.4	15	5	Sim	3	GE>3	SEG	5.405776513612805
Klhl20	1	161088375	161131511	3.6679907	3.8222542	4.108177	60744	43136	1.7	40.4	16	5	Sim	3	GE>3	SEG	4.783510536397503
Cd247	1	165788681	165877276	3.2534764	2.881148	3.0111794	24935	88595	2.6	46.7	17	6	Sim	3	GE>3	SEG	4.396826789268784
Dusp12	1	170873498	170885540	4.6005025	4.321214	4.7515173	17769	12042	3.2	43.7	17	6	Sim	3	GE>3	SEG	4.249687427805301
Dcaf8	1	172148015	172196393	6.6763067	6.672731	6.7462425	21260	48378	2.2	42.9	15	5	Sim	3	GE>3	SEG	4.327583687481179
CAAA01083517.1	1	183326725	183369529	6.1509204	6.5540767	6.4740653	19452	42804	3	43.6	16	6	Sim	3	GE>3	SEG	4.288986586791629
Eprs	1	185363095	185428355	9.062847	8.450632	8.915103	30946	65260	2.1	42	15	5	Sim	3	GE>3	SEG	4.490618554920131
Rps6kc1	1	190700202	190911770	3.7999175	3.9323268	3.8688657	13342	211568	2.4	46.6	18	6	Sim	3	GE>3	SEG	4.125253486024798
Nelf	2	25054355	25062881	4.2690845	4.874722	4.831788	79257	8526	4.1	57.3	20	8	Sim	3	GE>3	SEG	4.899043109129603
Rexo4	2	26953563	26964386	6.292184	5.965401	6.245883	30458	10823	2.5	48.4	18	7	Sim	3	GE>3	SEG	4.4837156409037995
Nup188	2	30286397	30344266	6.426884	6.2916703	6.3203554	43	57869	2.4	46.3	16	6	Sim	3	GE>3	SEG	1.6434526764861874
Mrrf	2	36136389	36190647	5.555813	4.948481	5.4776835	384	54258	1.8	42.6	15	6	Sim	3	GE>3	SEG	2.5854607295085006
Rc3h2	2	37370069	37422903	5.6117682	5.732925	5.5095906	20268	52834	1.3	36.7	15	4	Sim	3	GE>3	SEG	4.306832322684375
Stam2	2	52691664	52742281	4.830045	5.0450044	5.0256104	65450	50617	2.3	41.9	16	6	Sim	3	GE>3	SEG	4.8159162863514675
Baz2b	2	59899363	60209839	4.969046	5.8696814	5.8613677	48	310476	2.1	40.9	16	5	Sim	3	GE>3	SEG	1.6901960800285136
Fastkd1	2	69686815	69713516	4.785881	3.4862738	4.805844	9029	26701	2.7	42.6	16	5	Sim	3	GE>3	SEG	3.9556877503135057
Gorasp2	2	70661576	70712636	6.7460966000000004	7.13841	7.15525	164152	51060	2.5	45.5	16	6	Sim	3	GE>3	SEG	5.215248824144495
Slc25a12	2	71271063	71367749	3.2302744	2.5830667	3.2483056	21209	96686	2.4	43.2	16	5	Sim	3	GE>3	SEG	4.326540668516562
Zc3h15	2	83644435	83664622	7.5199504	7.1884956	7.5306835	79962	20187	2.4	39.2	14	5	Sim	3	GE>3	SEG	4.902889079330585
Fam171b	2	83812636	83883486	4.448865	4.2913685	3.2308524	88239	70850	2	41.1	16	5	Sim	3	GE>3	SEG	4.945665499432134
Mtch2	2	90847155	90866810	8.806573	8.5941105	8.640345	57672	19655	2.1	41.5	15	5	Sim	3	GE>3	SEG	4.760972542871948
Celf1	2	90940382	91019497	8.440273	8.095057	8.432759	22124	79115	1.4	40.9	15	5	Sim	3	GE>3	SEG	4.344883279369863
Trim44	2	102300119	102407828	5.4500065	5.046792	5.790619	43964	107709	1.2	39.6	16	5	Sim	3	GE>3	SEG	4.6431070774941166
Lmo2	2	103957986	103981878	0.96362096	3.808834	3.5989926	69735	23892	3.3	46.6	17	6	Sim	3	GE>3	SEG	4.843457032977609
Ccdc73	2	104867805	105017904	3.4230525	3.3631358	3.4110403	51109	150099	1.3	38.7	15	5	Sim	3	GE>3	SEG	4.708505880955237
Eif3m	2	104999656	105017080	9.078766	8.7441225	8.971773	149275	17424	2	39.5	16	5	Sim	3	GE>3	SEG	5.173989989202518
Rcn1	2	105386291	105399319	6.7763557	7.191892	7.190715	269577	13028	3	47.9	19	6	Sim	3	GE>3	SEG	5.430684446956542
